query,forum_topics_url
ROOFITIND,https://mmb.moneycontrol.com/forum-topics/stocks/roofit-ind-2082.html
RSSOFTWARE,https://mmb.moneycontrol.com/forum-topics/stocks/rs-software-51573.html
SABTNL,https://mmb.moneycontrol.com/forum-topics/stocks/sri-adhikari-6063.html
SAIL,https://mmb.moneycontrol.com/forum-topics/stocks/sail-1022.html
SAKHTISUG,https://mmb.moneycontrol.com/forum-topics/stocks/sakthi-sugars-41741.html
SALORAINTL,https://mmb.moneycontrol.com/forum-topics/stocks/salora-inter-3581.html
SAMTEL,https://mmb.moneycontrol.com/forum-topics/stocks/samtel-india-13323.html
SANDESH,https://mmb.moneycontrol.com/forum-topics/stocks/sandesh-14281.html
SANDVIKAS,https://mmb.moneycontrol.com/forum-topics/stocks/sandvik-asia-80230.html
SAREGAMA,https://mmb.moneycontrol.com/forum-topics/stocks/saregama-india-21164.html
SATYAMCOMP,https://mmb.moneycontrol.com/forum-topics/stocks/mahindra-satyam-1001.html
SBIN,https://mmb.moneycontrol.com/forum-topics/stocks/sbi-406.html
SCI,https://mmb.moneycontrol.com/forum-topics/stocks/shipping-corp-1608.html
SEAMECLTD,https://mmb.moneycontrol.com/forum-topics/stocks/seamec-3821.html
SESAGOA,https://mmb.moneycontrol.com/forum-topics/stocks/vedanta-5141.html
SESHAPAPER,https://mmb.moneycontrol.com/forum-topics/stocks/seshasayee-pape-44602.html
SHANTIGEAR,https://mmb.moneycontrol.com/forum-topics/stocks/shanthi-gears-3082.html
SHASUNCHEM,https://mmb.moneycontrol.com/forum-topics/stocks/shasun-pharma-8942.html
SHREECEM,https://mmb.moneycontrol.com/forum-topics/stocks/shree-cements-8563.html
SHREERAMA,https://mmb.moneycontrol.com/forum-topics/stocks/shri-rama-multi-68410.html
SHRENUJ,https://mmb.moneycontrol.com/forum-topics/stocks/shrenujco-17161.html
SHYAMTEL,https://mmb.moneycontrol.com/forum-topics/stocks/shyam-telecom-1571.html
SIEMENS,https://mmb.moneycontrol.com/forum-topics/stocks/siemens-3322.html
SIL,https://mmb.moneycontrol.com/forum-topics/stocks/silver-touch-technologies-510640.html
SILVERLINE,https://mmb.moneycontrol.com/forum-topics/stocks/silverline-901.html
SNOWCEMIND,https://mmb.moneycontrol.com/forum-topics/stocks/snowcem-india-703.html
SONATSOFTW,https://mmb.moneycontrol.com/forum-topics/stocks/sonata-8241.html
SOUNDCRAFT,https://mmb.moneycontrol.com/forum-topics/stocks/soundcraft-ind-33761.html
SOUTHBANK,https://mmb.moneycontrol.com/forum-topics/stocks/south-ind-bk-681.html
SPIC,https://mmb.moneycontrol.com/forum-topics/stocks/spicejet-246250.html
SPICFINE,https://mmb.moneycontrol.com/forum-topics/stocks/henkel-spic-801.html
SPLPETRO,https://mmb.moneycontrol.com/forum-topics/stocks/supreme-petro-11361.html
SQRDSFWARE,https://mmb.moneycontrol.com/forum-topics/stocks/dsq-software-1503.html
SRF,https://mmb.moneycontrol.com/forum-topics/stocks/srf-20421.html
SUNCLAYLTD,https://mmb.moneycontrol.com/forum-topics/stocks/tvs-holdings-8064.html
SUNDARMFIN,https://mmb.moneycontrol.com/forum-topics/stocks/sundaram-fin-5761.html
SUNDRMFAST,https://mmb.moneycontrol.com/forum-topics/stocks/sundram-33241.html
SUNEARTH,https://mmb.moneycontrol.com/forum-topics/stocks/sun-earth-ceram-3462.html
SUNPHARMA,https://mmb.moneycontrol.com/forum-topics/stocks/sun-pharma-7841.html
SUPREMEIND,https://mmb.moneycontrol.com/forum-topics/stocks/supreme-ind-41084.html
SURAJDIAMN,https://mmb.moneycontrol.com/forum-topics/stocks/winsome-diamond-40141.html
SWARAJENG,https://mmb.moneycontrol.com/forum-topics/stocks/swaraj-engines-5981.html
SYNDIBANK,https://mmb.moneycontrol.com/forum-topics/stocks/syndicate-bank-1604.html
TAJGVK,https://mmb.moneycontrol.com/forum-topics/stocks/taj-gvk-hotels-49821.html
TATACHEM,https://mmb.moneycontrol.com/forum-topics/stocks/tata-chemicals-2461.html
TATAELXSI,https://mmb.moneycontrol.com/forum-topics/stocks/tata-elxsi-2481.html
TATAFIN,https://mmb.moneycontrol.com/forum-topics/stocks/tata-finance-29961.html
TATAINFOTE,https://mmb.moneycontrol.com/forum-topics/stocks/tata-infotech-4503.html
TATAPOWER,https://mmb.moneycontrol.com/forum-topics/stocks/tata-power-1904.html
TATAVASHIS,https://mmb.moneycontrol.com/forum-topics/stocks/vashisti-deter-4202.html
TFCILTD,https://mmb.moneycontrol.com/forum-topics/stocks/tourism-finance-3801.html
THERMAX,https://mmb.moneycontrol.com/forum-topics/stocks/thermax-2654.html
THIRUSUGAR,https://mmb.moneycontrol.com/forum-topics/stocks/thiru-arooran-2125.html
THOMASCOOK,https://mmb.moneycontrol.com/forum-topics/stocks/thomas-cook-31761.html
TIFIN,https://mmb.moneycontrol.com/forum-topics/stocks/cholamandalam-511041.html
TIPSINDLTD,https://mmb.moneycontrol.com/forum-topics/stocks/tips-music-5125.html
TISCO,https://mmb.moneycontrol.com/forum-topics/stocks/tata-steel-1421.html
TITAN,https://mmb.moneycontrol.com/forum-topics/stocks/titan-company-3643.html
TNPETRO,https://mmb.moneycontrol.com/forum-topics/stocks/tamilnadu-petro-8681.html
TNPL,https://mmb.moneycontrol.com/forum-topics/stocks/tamil-newsprint-2941.html
TORNTPHARM,https://mmb.moneycontrol.com/forum-topics/stocks/torrent-pharma-45803.html
TVSELEC,https://mmb.moneycontrol.com/forum-topics/stocks/tvs-electronics-9026.html
TVSMOTOR,https://mmb.moneycontrol.com/forum-topics/stocks/tvs-motor-65222.html
UBHOLDINGS,https://mmb.moneycontrol.com/forum-topics/stocks/ub-holdings-34741.html
UCALFUEL,https://mmb.moneycontrol.com/forum-topics/stocks/ucal-5202.html
UNICHEMLAB,https://mmb.moneycontrol.com/forum-topics/stocks/unichem-labs-3237.html
UNIENTER,https://mmb.moneycontrol.com/forum-topics/stocks/uniphos-ent-3642.html
UNITECH,https://mmb.moneycontrol.com/forum-topics/stocks/unitech-97930.html
UNIWESTBNK,https://mmb.moneycontrol.com/forum-topics/stocks/united-western-59682.html
USHAINDIA,https://mmb.moneycontrol.com/forum-topics/stocks/usha-india-9986.html
UTIBANK,https://mmb.moneycontrol.com/forum-topics/stocks/axis-bank-3142.html
UTTAMSTL,https://mmb.moneycontrol.com/forum-topics/stocks/uttam-galva-11504.html
VARDMNPOLY,https://mmb.moneycontrol.com/forum-topics/stocks/vardhman-poly-44125.html
VARUNSHIP,https://mmb.moneycontrol.com/forum-topics/stocks/varun-shipping-1701.html
VESUVIUS,https://mmb.moneycontrol.com/forum-topics/stocks/vesuvius-india-5542.html
VIJAYABANK,https://mmb.moneycontrol.com/forum-topics/stocks/vijaya-bank-9381.html
VINDHYATEL,https://mmb.moneycontrol.com/forum-topics/stocks/vindhya-telelin-13745.html
VINYLINDIA,https://mmb.moneycontrol.com/forum-topics/stocks/vinyl-chemicals-28683.html
VIPIND,https://mmb.moneycontrol.com/forum-topics/stocks/vip-industries-1542.html
VISIONLTD,https://mmb.moneycontrol.com/forum-topics/stocks/vision-organics-14763.html
VISUALSOFT,https://mmb.moneycontrol.com/forum-topics/stocks/visualsoft-1841.html
VOLTAS,https://mmb.moneycontrol.com/forum-topics/stocks/voltas-10128.html
VSNL,https://mmb.moneycontrol.com/forum-topics/stocks/tata-comm-3561.html
VSTIND,https://mmb.moneycontrol.com/forum-topics/stocks/vst-71410.html
WARTSILA,https://mmb.moneycontrol.com/forum-topics/stocks/wartsila-nsd-50601.html
WHIRLPOOL,https://mmb.moneycontrol.com/forum-topics/stocks/whirlpool-166015.html
WIDIA,https://mmb.moneycontrol.com/forum-topics/stocks/kennametal-20743.html
WIMCOLTD,https://mmb.moneycontrol.com/forum-topics/stocks/wimco-10081.html
WIPRO,https://mmb.moneycontrol.com/forum-topics/stocks/wipro-1901.html
WOCKPHARMA,https://mmb.moneycontrol.com/forum-topics/stocks/wockhardt-3229.html
WSTCSTPAPR,https://mmb.moneycontrol.com/forum-topics/stocks/west-coast-papr-44121.html
YOKOGAWA,https://mmb.moneycontrol.com/forum-topics/stocks/yokogawa-india-29241.html
ZANDUPHARM,https://mmb.moneycontrol.com/forum-topics/stocks/zandu-realty-32621.html
ZUARIAGRO,https://mmb.moneycontrol.com/forum-topics/stocks/zuari-agro-chem-509521.html
NELCO,https://mmb.moneycontrol.com/forum-topics/stocks/nelco-2541.html
AGEEGOLD,https://mmb.moneycontrol.com/forum-topics/stocks/shirpur-gold-10167.html
AGRODUTCH,https://mmb.moneycontrol.com/forum-topics/stocks/agro-dutch-ind-1510.html
ANDHRSUGAR,https://mmb.moneycontrol.com/forum-topics/stocks/andhra-sugar-48521.html
ASAHIINDIA,https://mmb.moneycontrol.com/forum-topics/stocks/asahi-india-821.html
BHARATHOT,https://mmb.moneycontrol.com/forum-topics/stocks/bharat-hotels-242380.html
BSL,https://mmb.moneycontrol.com/forum-topics/stocks/bsl-58201.html
CARBEVFLOW,https://mmb.moneycontrol.com/forum-topics/stocks/carbon-everflow-21861.html
COMPUDYNE,https://mmb.moneycontrol.com/forum-topics/stocks/compudyne-8722.html
DENABANK,https://mmb.moneycontrol.com/forum-topics/stocks/dena-bank-8361.html
ELDERPHARM,https://mmb.moneycontrol.com/forum-topics/stocks/elder-pharma-3701.html
FIRSTLEASE,https://mmb.moneycontrol.com/forum-topics/stocks/first-leasing-49086.html
GAMMONIND,https://mmb.moneycontrol.com/forum-topics/stocks/gammon-india-37882.html
HERITGFOOD,https://mmb.moneycontrol.com/forum-topics/stocks/heritage-foods-2004.html
INDNIPPON,https://mmb.moneycontrol.com/forum-topics/stocks/india-nippon-68793.html
IVRCLINFRA,https://mmb.moneycontrol.com/forum-topics/stocks/ivrcl-33741.html
KOPDRUGS,https://mmb.moneycontrol.com/forum-topics/stocks/kdl-biotech-24581.html
KPIT,https://mmb.moneycontrol.com/forum-topics/stocks/kt-510971.html
LUPIN,https://mmb.moneycontrol.com/forum-topics/stocks/lupin-4061.html
MADRASFERT,https://mmb.moneycontrol.com/forum-topics/stocks/madras-fert-43522.html
MANALIPETC,https://mmb.moneycontrol.com/forum-topics/stocks/manali-petro-38661.html
MCDOWELL-N,https://mmb.moneycontrol.com/forum-topics/stocks/united-spirits-2029.html
MELSTAR,https://mmb.moneycontrol.com/forum-topics/stocks/melstar-info-25322.html
MRO-TEK,https://mmb.moneycontrol.com/forum-topics/stocks/umiya-buildcon-2685.html
NRBBEARING,https://mmb.moneycontrol.com/forum-topics/stocks/nrb-bearings-17904.html
SB&TINTL,https://mmb.moneycontrol.com/forum-topics/stocks/sbandt-intl-8561.html
SILTAPCHEM,https://mmb.moneycontrol.com/forum-topics/stocks/siltap-chemical-16001.html
SINTEX,https://mmb.moneycontrol.com/forum-topics/stocks/sintex-ind-79610.html
SIRPAPER,https://mmb.moneycontrol.com/forum-topics/stocks/sirpur-paper-10182.html
SKUMARSYNF,https://mmb.moneycontrol.com/forum-topics/stocks/s-kumars-nation-56021.html
SUNDRMBRAK,https://mmb.moneycontrol.com/forum-topics/stocks/sundaram-brake-61622.html
SURYAROSNI,https://mmb.moneycontrol.com/forum-topics/stocks/surya-roshni-67681.html
TIRUMALCHM,https://mmb.moneycontrol.com/forum-topics/stocks/thirumalai-chem-30682.html
TNTELE,https://mmb.moneycontrol.com/forum-topics/stocks/tamil-telecom-51301.html
WELLWININD,https://mmb.moneycontrol.com/forum-topics/stocks/wellwin-ind-1282.html
WHEELS,https://mmb.moneycontrol.com/forum-topics/stocks/wheels-4142.html
ZENITHCOMP,https://mmb.moneycontrol.com/forum-topics/stocks/zenith-computer-31482.html
ZODIACLOTH,https://mmb.moneycontrol.com/forum-topics/stocks/zodiac-clothing-35882.html
HMT,https://mmb.moneycontrol.com/forum-topics/stocks/hmt-8723.html
KAKATCEM,https://mmb.moneycontrol.com/forum-topics/stocks/kakatiya-cement-56562.html
GODREJCP,https://mmb.moneycontrol.com/forum-topics/stocks/godrej-consumer-2005.html
KCP,https://mmb.moneycontrol.com/forum-topics/stocks/kcp-243672.html
PATSPINLTD,https://mmb.moneycontrol.com/forum-topics/stocks/patspin-india-27301.html
MADURACOAT,https://mmb.moneycontrol.com/forum-topics/stocks/madura-coats-243998.html
ATFL,https://mmb.moneycontrol.com/forum-topics/stocks/sundrop-brands-39913.html
GRAPHITE,https://mmb.moneycontrol.com/forum-topics/stocks/graphite-india-8501.html
MACMILLAN,https://mmb.moneycontrol.com/forum-topics/stocks/mps-51961.html
RICOAUTO,https://mmb.moneycontrol.com/forum-topics/stocks/rico-auto-45961.html
BHARTI,https://mmb.moneycontrol.com/forum-topics/stocks/bharti-airtel-1202.html
I-FLEX,https://mmb.moneycontrol.com/forum-topics/stocks/oracle-fin-serv-1461.html
PHARMACIA,https://mmb.moneycontrol.com/forum-topics/stocks/pharmaciahealth-19142.html
PNB,https://mmb.moneycontrol.com/forum-topics/stocks/pnb-684.html
ABSHEKINDS,https://mmb.moneycontrol.com/forum-topics/stocks/trident-9004.html
FACT,https://mmb.moneycontrol.com/forum-topics/stocks/fertchem-2962.html
HEXAWARE,https://mmb.moneycontrol.com/forum-topics/stocks/hexaware-tech-533660.html
HIKAL,https://mmb.moneycontrol.com/forum-topics/stocks/hikal-37341.html
PANTALOONR,https://mmb.moneycontrol.com/forum-topics/stocks/future-ent-30004.html
UNIONBANK,https://mmb.moneycontrol.com/forum-topics/stocks/union-bank-2644.html
CIPL,https://mmb.moneycontrol.com/forum-topics/stocks/cipla-421.html
JISLJALEQS,https://mmb.moneycontrol.com/forum-topics/stocks/jain-irrigation-54561.html
UNIPHOS,https://mmb.moneycontrol.com/forum-topics/stocks/upl-138976.html
KOTAKBANK,https://mmb.moneycontrol.com/forum-topics/stocks/kotak-mahindra-3441.html
JINDALIRON,https://mmb.moneycontrol.com/forum-topics/stocks/jindal-iron-2762.html
APTECHT,https://mmb.moneycontrol.com/forum-topics/stocks/aptech-9241.html
GAEL,https://mmb.moneycontrol.com/forum-topics/stocks/guj-amb-exports-17421.html
PRAJIND,https://mmb.moneycontrol.com/forum-topics/stocks/praj-industries-2742.html
TODAYS,https://mmb.moneycontrol.com/forum-topics/stocks/todays-writing-35761.html
APIL,https://mmb.moneycontrol.com/forum-topics/stocks/ge-power-india-ltd-66942.html
AVENTIS,https://mmb.moneycontrol.com/forum-topics/stocks/bayer-cropscien-3761.html
PSL,https://mmb.moneycontrol.com/forum-topics/stocks/psl-47921.html
CANBK,https://mmb.moneycontrol.com/forum-topics/stocks/canara-bank-863.html
E-SERVEINT,https://mmb.moneycontrol.com/forum-topics/stocks/e-serve-intl-1381.html
STERLINBIO,https://mmb.moneycontrol.com/forum-topics/stocks/sterling-bio-3201.html
GSKCONS,https://mmb.moneycontrol.com/forum-topics/stocks/glaxosmith-con-10002.html
JINDALPOLY,https://mmb.moneycontrol.com/forum-topics/stocks/jindal-polyfilm-60841.html
IGS,https://mmb.moneycontrol.com/forum-topics/stocks/igate-solutions-61541.html
ALBK,https://mmb.moneycontrol.com/forum-topics/stocks/allahabad-bank-8661.html
REGENCERAM,https://mmb.moneycontrol.com/forum-topics/stocks/regency-ceramic-19321.html
VENKEYS,https://mmb.moneycontrol.com/forum-topics/stocks/venkys-6341.html
BAJAJHIND,https://mmb.moneycontrol.com/forum-topics/stocks/bajaj-hind-100475.html
JUBILANT,https://mmb.moneycontrol.com/forum-topics/stocks/jubilant-food-509107.html
VISAKAIND,https://mmb.moneycontrol.com/forum-topics/stocks/visaka-ind-10003.html
AMTEKAUTO,https://mmb.moneycontrol.com/forum-topics/stocks/amtek-auto-47482.html
DIVISLAB,https://mmb.moneycontrol.com/forum-topics/stocks/divis-labs-26061.html
IGFLFERT,https://mmb.moneycontrol.com/forum-topics/stocks/indo-gulf-32201.html
OMAXAUTO,https://mmb.moneycontrol.com/forum-topics/stocks/omax-autos-26741.html
STCINDIA,https://mmb.moneycontrol.com/forum-topics/stocks/stc-india-2801.html
TATAMOTORS,https://mmb.moneycontrol.com/forum-topics/stocks/tmcv-536918.html
SWARAJMAZD,https://mmb.moneycontrol.com/forum-topics/stocks/sml-mahindra-50781.html
TATASPONGE,https://mmb.moneycontrol.com/forum-topics/stocks/tata-sponge-6024.html
MARUTI,https://mmb.moneycontrol.com/forum-topics/stocks/maruti-suzuki-51385.html
ZENSARTECH,https://mmb.moneycontrol.com/forum-topics/stocks/zensar-tech-9721.html
REL,https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html
MUNJALAU,https://mmb.moneycontrol.com/forum-topics/stocks/munjal-auto-ind-39710.html
RANEBRAKE,https://mmb.moneycontrol.com/forum-topics/stocks/rane-brake-84850.html
ATCOM,https://mmb.moneycontrol.com/forum-topics/stocks/atcom-tech-2764.html
UCOBANK,https://mmb.moneycontrol.com/forum-topics/stocks/uco-bank-81030.html
TRENT,https://mmb.moneycontrol.com/forum-topics/stocks/trent-5221.html
WELGUJ,https://mmb.moneycontrol.com/forum-topics/stocks/welspun-corp-10172.html
3MINDIA,https://mmb.moneycontrol.com/forum-topics/stocks/3m-india-39641.html
WELSPUNIND,https://mmb.moneycontrol.com/forum-topics/stocks/welspun-india-65321.html
DREDGECORP,https://mmb.moneycontrol.com/forum-topics/stocks/dredging-corp-26381.html
DICIND,https://mmb.moneycontrol.com/forum-topics/stocks/dic-india-242682.html
VIDEOIND,https://mmb.moneycontrol.com/forum-topics/stocks/videocon-ind-245933.html
ADORWELD,https://mmb.moneycontrol.com/forum-topics/stocks/ador-welding-1441.html
CAROLINFO,https://mmb.moneycontrol.com/forum-topics/stocks/carol-info-1572.html
USHAMART,https://mmb.moneycontrol.com/forum-topics/stocks/usha-martin-8562.html
AIONJSW,https://mmb.moneycontrol.com/forum-topics/stocks/monnet-ispat-1507.html
BIOCON,https://mmb.moneycontrol.com/forum-topics/stocks/biocon-144415.html
DISHMAN,https://mmb.moneycontrol.com/forum-topics/stocks/dishman-carboge-510598.html
IGL,https://mmb.moneycontrol.com/forum-topics/stocks/igl-112415.html
JPASSOCIAT,https://mmb.moneycontrol.com/forum-topics/stocks/jaiprakash-asso-243590.html
LGBBROSLTD,https://mmb.moneycontrol.com/forum-topics/stocks/lg-balakrishnan-101875.html
MATRIXLABS,https://mmb.moneycontrol.com/forum-topics/stocks/matrix-lab-4861.html
NAGARCONST,https://mmb.moneycontrol.com/forum-topics/stocks/ncc-12301.html
NDTV,https://mmb.moneycontrol.com/forum-topics/stocks/ndtv-156055.html
PATNI,https://mmb.moneycontrol.com/forum-topics/stocks/patni-computer-138779.html
PETRONET,https://mmb.moneycontrol.com/forum-topics/stocks/petronet-lng-152935.html
PGHH,https://mmb.moneycontrol.com/forum-topics/stocks/pg-3641.html
RAMANEWS,https://mmb.moneycontrol.com/forum-topics/stocks/shree-rama-news-3742.html
SONASTEER,https://mmb.moneycontrol.com/forum-topics/stocks/sona-koyo-stee-36041.html
STAR,https://mmb.moneycontrol.com/forum-topics/stocks/star-health-511810.html
STER,https://mmb.moneycontrol.com/forum-topics/stocks/sterling--wilson-511002.html
SURYALAXMI,https://mmb.moneycontrol.com/forum-topics/stocks/suryalakshmi-co-52101.html
TVTODAY,https://mmb.moneycontrol.com/forum-topics/stocks/tv-todaynetwork-121415.html
TCS,https://mmb.moneycontrol.com/forum-topics/stocks/tcs-148716.html
CRESTANI,https://mmb.moneycontrol.com/forum-topics/stocks/crest-animation-4281.html
ULTRACEMCO,https://mmb.moneycontrol.com/forum-topics/stocks/ultratechcement-186021.html
GTL,https://mmb.moneycontrol.com/forum-topics/stocks/gtl-infra-246640.html
TTML,https://mmb.moneycontrol.com/forum-topics/stocks/tatateleservice-56827.html
INDIABULLS,https://mmb.moneycontrol.com/forum-topics/stocks/embassy-develop-246740.html
JINDALSAW,https://mmb.moneycontrol.com/forum-topics/stocks/jindal-saw-2649.html
ATUL,https://mmb.moneycontrol.com/forum-topics/stocks/atul-47501.html
BOC,https://mmb.moneycontrol.com/forum-topics/stocks/linde-india-5741.html
SHRIRAMINV,https://mmb.moneycontrol.com/forum-topics/stocks/shriram-inv-20801.html
FSS,https://mmb.moneycontrol.com/forum-topics/stocks/flextronics-668.html
HONAUT,https://mmb.moneycontrol.com/forum-topics/stocks/honeywell-autom-3245.html
NTPC,https://mmb.moneycontrol.com/forum-topics/stocks/ntpc-164775.html
TATAMETALI,https://mmb.moneycontrol.com/forum-topics/stocks/tata-metaliks-12441.html
GUJNRECOKE,https://mmb.moneycontrol.com/forum-topics/stocks/guj-nre-coke-10481.html
DABURPHARM,https://mmb.moneycontrol.com/forum-topics/stocks/fresenius-kabi-179139.html
AARTIIND,https://mmb.moneycontrol.com/forum-topics/stocks/aarti-ind-37210.html
RADICO,https://mmb.moneycontrol.com/forum-topics/stocks/radico-khaitan-244777.html
INDSWFTLAB,https://mmb.moneycontrol.com/forum-topics/stocks/ind-swift-labs-37822.html
VISHALEXPO,https://mmb.moneycontrol.com/forum-topics/stocks/vishal-exports-163935.html
EVERESTIND,https://mmb.moneycontrol.com/forum-topics/stocks/everest-ind-36822.html
MARICO,https://mmb.moneycontrol.com/forum-topics/stocks/marico-982.html
CUMMINSIND,https://mmb.moneycontrol.com/forum-topics/stocks/cummins-7061.html
TORRENTAEC,https://mmb.moneycontrol.com/forum-topics/stocks/torrentpoweraec-11384.html
PATELENG,https://mmb.moneycontrol.com/forum-topics/stocks/patel-eng-73731.html
TATAINVEST,https://mmb.moneycontrol.com/forum-topics/stocks/tata-inv-corp-6881.html
TRIGYN,https://mmb.moneycontrol.com/forum-topics/stocks/trigyn-tech-6704.html
JETAIRWAYS,https://mmb.moneycontrol.com/forum-topics/stocks/jet-airways-219558.html
INGVYSYABK,https://mmb.moneycontrol.com/forum-topics/stocks/ing-vysya-bank-37861.html
PRICOL,https://mmb.moneycontrol.com/forum-topics/stocks/pricol-11781.html
EXIDEIND,https://mmb.moneycontrol.com/forum-topics/stocks/exide-ind-10023.html
BEPL,https://mmb.moneycontrol.com/forum-topics/stocks/bhansali-eng-62523.html
DWARKESH,https://mmb.moneycontrol.com/forum-topics/stocks/dwarikesh-sugar-228318.html
GDL,https://mmb.moneycontrol.com/forum-topics/stocks/gateway-distri-243057.html
HINDSANIT,https://mmb.moneycontrol.com/forum-topics/stocks/hsil-59642.html
NARMDCHEMA,https://mmb.moneycontrol.com/forum-topics/stocks/narmada-chematu-10901.html
RAJESHEXPO,https://mmb.moneycontrol.com/forum-topics/stocks/rajesh-exports-53121.html
JSWSTEEL,https://mmb.moneycontrol.com/forum-topics/stocks/jsw-steel-3121.html
TATASTEEL,https://mmb.moneycontrol.com/forum-topics/stocks/tata-steel-1421.html
ABIRLANUVO,https://mmb.moneycontrol.com/forum-topics/stocks/ab-nuvo-246277.html
FINANTECH,https://mmb.moneycontrol.com/forum-topics/stocks/financial-tech-92070.html
SHOPERSTOP,https://mmb.moneycontrol.com/forum-topics/stocks/shoppers-stop-142935.html
IDFC,https://mmb.moneycontrol.com/forum-topics/stocks/idfc-bank-510116.html
BOSCHCHASY,https://mmb.moneycontrol.com/forum-topics/stocks/bosch-chassis-243707.html
KECINFRA,https://mmb.moneycontrol.com/forum-topics/stocks/summit-sec-246293.html
GTNIND,https://mmb.moneycontrol.com/forum-topics/stocks/gtn-industries-246243.html
GOKEX,https://mmb.moneycontrol.com/forum-topics/stocks/gokaldas-export-243119.html
GREAVESCOT,https://mmb.moneycontrol.com/forum-topics/stocks/greaves-cotton-41888.html
HTMEDIA,https://mmb.moneycontrol.com/forum-topics/stocks/ht-media-246230.html
MLL,https://mmb.moneycontrol.com/forum-topics/stocks/mercator-58161.html
SIMPLEXINF,https://mmb.moneycontrol.com/forum-topics/stocks/simplex-infra-246264.html
SUZLON,https://mmb.moneycontrol.com/forum-topics/stocks/suzlon-energy-246287.html
GILLETTE,https://mmb.moneycontrol.com/forum-topics/stocks/gillette-india-620.html
HONDAPOWER,https://mmb.moneycontrol.com/forum-topics/stocks/honda-siel-19207.html
TATACOFFEE,https://mmb.moneycontrol.com/forum-topics/stocks/tata-coffee-5225.html
TRIVENI,https://mmb.moneycontrol.com/forum-topics/stocks/triveni-turbine-509392.html
RENUKA,https://mmb.moneycontrol.com/forum-topics/stocks/shree-renuka-246296.html
DCHL,https://mmb.moneycontrol.com/forum-topics/stocks/deccanchronicle-242716.html
CLNINDIA,https://mmb.moneycontrol.com/forum-topics/stocks/sudarshan-color-2001.html
BHARTIARTL,https://mmb.moneycontrol.com/forum-topics/stocks/bharti-airtel-1202.html
MIRZAINT,https://mmb.moneycontrol.com/forum-topics/stocks/mirza-intl-4521.html
HCC,https://mmb.moneycontrol.com/forum-topics/stocks/hind-constr-1641.html
RCOM,https://mmb.moneycontrol.com/forum-topics/stocks/reliance-comm-246345.html
VDOCONINTL,https://mmb.moneycontrol.com/forum-topics/stocks/videocon-intl-245934.html
BLKASHYAP,https://mmb.moneycontrol.com/forum-topics/stocks/bl-kashyap-246336.html
RNRL,https://mmb.moneycontrol.com/forum-topics/stocks/rnrl-246354.html
KANSAINER,https://mmb.moneycontrol.com/forum-topics/stocks/kansai-nerolac-5201.html
NBVENTURES,https://mmb.moneycontrol.com/forum-topics/stocks/nava-bharat-ven-33424.html
PUNJLLOYD,https://mmb.moneycontrol.com/forum-topics/stocks/punj-lloyd-246315.html
ABAN,https://mmb.moneycontrol.com/forum-topics/stocks/abans-financial-512095.html
KOHINOOR,https://mmb.moneycontrol.com/forum-topics/stocks/kohinoor-foods-37884.html
RSWM,https://mmb.moneycontrol.com/forum-topics/stocks/rswm-102035.html
WYETH,https://mmb.moneycontrol.com/forum-topics/stocks/wyeth-10981.html
FMGOETZE,https://mmb.moneycontrol.com/forum-topics/stocks/federal-mogul-40042.html
KIRLOSBROS,https://mmb.moneycontrol.com/forum-topics/stocks/kirloskar-bros-94150.html
ADANIENT,https://mmb.moneycontrol.com/forum-topics/stocks/adani-enterpris-6541.html
AZTECSOFT,https://mmb.moneycontrol.com/forum-topics/stocks/aztecsoft-2546.html
INOXLEISUR,https://mmb.moneycontrol.com/forum-topics/stocks/inox-leisure-246339.html
SUNTV,https://mmb.moneycontrol.com/forum-topics/stocks/sun-tv-network-246361.html
GITANJALI,https://mmb.moneycontrol.com/forum-topics/stocks/gitanjali-gems-246341.html
M&MFIN,https://mmb.moneycontrol.com/forum-topics/stocks/mm-financial-246334.html
VTL,https://mmb.moneycontrol.com/forum-topics/stocks/vardhman-text-21384.html
ERACONS,https://mmb.moneycontrol.com/forum-topics/stocks/era-infra-eng-80171.html
DSKULKARNI,https://mmb.moneycontrol.com/forum-topics/stocks/ds-kulkarni-55981.html
AFTEK,https://mmb.moneycontrol.com/forum-topics/stocks/aftek-641.html
MPHASIS,https://mmb.moneycontrol.com/forum-topics/stocks/mphasis-963.html
NILKAMAL,https://mmb.moneycontrol.com/forum-topics/stocks/nilkamal-4543.html
SHREE,https://mmb.moneycontrol.com/forum-topics/stocks/shree-cements-8563.html
TECHM,https://mmb.moneycontrol.com/forum-topics/stocks/tech-mahindra-246596.html
ZEEL,https://mmb.moneycontrol.com/forum-topics/stocks/zee-learn-509226.html
UNITY,https://mmb.moneycontrol.com/forum-topics/stocks/unity-agrotech-245854.html
ALLCARGO,https://mmb.moneycontrol.com/forum-topics/stocks/allcargo-246375.html
AMTEKINDIA,https://mmb.moneycontrol.com/forum-topics/stocks/castex-tech-60501.html
BRFL,https://mmb.moneycontrol.com/forum-topics/stocks/bombay-rayon-246328.html
ENIL,https://mmb.moneycontrol.com/forum-topics/stocks/ent-network-ind-246324.html
GEOJIT,https://mmb.moneycontrol.com/forum-topics/stocks/geojit-bnp-246271.html
JAGRAN,https://mmb.moneycontrol.com/forum-topics/stocks/jagranprakashan-246323.html
